Price,Area,Location,No. of Bedrooms,Location_Encoded
4850000,720,Kharghar,1,10456264.530956848
4500000,600,Kharghar,1,10456264.530956848
6700000,650,Kharghar,1,10456264.530956848
4500000,650,Kharghar,1,10456264.530956848
5000000,665,Kharghar,1,10456264.530956848
17000000,2000,Kharghar,4,10456264.530956848
12500000,1550,Kharghar,3,10456264.530956848
10500000,1370,Sector-13 Kharghar,3,14548487.066740714
10500000,1356,Kharghar,3,10456264.530956848
15000000,1680,Kharghar,3,10456264.530956848
8700000,980,Kharghar,2,10456264.530956848
9000000,1000,Kharghar,2,10456264.530956848
11000000,1060,Kharghar,2,10456264.530956848
10500000,1095,Kharghar,2,10456264.530956848
9700000,1155,Kharghar,2,10456264.530956848
10500000,1150,Kharghar,2,10456264.530956848
8000000,1250,Sector 18 Kharghar,2,14481806.490274925
8500000,990,Kharghar,2,10456264.530956848
9300000,1078,Kharghar,2,10456264.530956848
9900000,1150,Kharghar,2,10456264.530956848
8000000,1150,Kharghar,2,10456264.530956848
9000000,1060,Kharghar,2,10456264.530956848
4200000,680,Kharghar,1,10456264.530956848
28000000,2470,Kharghar,4,10456264.530956848
40000000,2100,Kharghar,4,10456264.530956848
16000000,2200,Kharghar,4,10456264.530956848
17000000,2235,Kharghar,4,10456264.530956848
9500000,1025,Kharghar,2,10456264.530956848
9500000,950,Kharghar,2,10456264.530956848
7500000,895,Kharghar,2,10456264.530956848
8500000,1114,Kharghar,2,10456264.530956848
13000000,1197,Kharghar,2,10456264.530956848
13700000,1380,Kharghar,2,10456264.530956848
8000000,1050,Kharghar,2,10456264.530956848
10500000,1240,Kharghar,2,10456264.530956848
7700000,1110,Kharghar,2,10456264.530956848
7500000,1050,Kharghar,2,10456264.530956848
9000000,1160,Kharghar,2,10456264.530956848
6000000,555,Kharghar,1,10456264.530956848
6200000,650,Kharghar,1,10456264.530956848
5000000,600,Kharghar,1,10456264.530956848
6500000,650,Kharghar,1,10456264.530956848
5200000,700,Kharghar,1,10456264.530956848
4200000,646,Kharghar,1,10456264.530956848
5500000,560,Kharghar,1,10456264.530956848
5500000,670,Kharghar,1,10456264.530956848
6000000,740,Kharghar,1,10456264.530956848
5500000,636,Kharghar,1,10456264.530956848
4200000,680,Kharghar,1,10456264.530956848
16500000,1635,Kharghar,3,10456264.530956848
11399999,1550,Kharghar,3,10456264.530956848
13500000,1500,Kharghar,3,10456264.530956848
22500000,1850,Kharghar,3,10456264.530956848
40000000,2100,Kharghar,4,10456264.530956848
5700000,610,Kharghar,1,10456264.530956848
4800000,655,Kharghar,1,10456264.530956848
4500000,660,Kharghar,1,10456264.530956848
4300000,650,Kharghar,1,10456264.530956848
4500000,680,Kharghar,1,10456264.530956848
5300000,670,Kharghar,1,10456264.530956848
4803000,655,Kharghar,1,10456264.530956848
13000000,1800,Kharghar,3,10456264.530956848
15500000,1645,Kharghar,3,10456264.530956848
13000000,1395,Kharghar,3,10456264.530956848
8500000,1150,Kharghar,2,10456264.530956848
9400000,1200,Kharghar,2,10456264.530956848
4500000,615,Kharghar,1,10456264.530956848
5300000,670,Kharghar,1,10456264.530956848
6000000,765,Kharghar,1,10456264.530956848
5600000,650,Kharghar,1,10456264.530956848
17500000,1760,Kharghar,3,10456264.530956848
12000000,1415,Kharghar,3,10456264.530956848
15000000,1685,Kharghar,3,10456264.530956848
13000000,1800,Kharghar,3,10456264.530956848
16600000,1650,Kharghar,3,10456264.530956848
13000000,1395,Kharghar,3,10456264.530956848
9400000,1200,Kharghar,2,10456264.530956848
5700000,650,Kharghar,1,10456264.530956848
5500000,560,Kharghar,1,10456264.530956848
6000000,765,Kharghar,1,10456264.530956848
5600000,650,Kharghar,1,10456264.530956848
4900000,655,Kharghar,1,10456264.530956848
13500000,1390,Kharghar,3,10456264.530956848
22000000,1590,Kharghar,3,10456264.530956848
17500000,1760,Kharghar,3,10456264.530956848
17800000,1716,Kharghar,3,10456264.530956848
14000000,1680,Kharghar,3,10456264.530956848
7200000,1050,Kharghar,2,10456264.530956848
7000000,1100,Kharghar,2,10456264.530956848
15000000,1635,Kharghar,3,10456264.530956848
10000000,1078,Kharghar,2,10456264.530956848
17500000,1760,Kharghar,3,10456264.530956848
11000000,1415,Kharghar,3,10456264.530956848
13000000,1800,Kharghar,3,10456264.530956848
12500000,1147,Kharghar,2,10456264.530956848
13000000,1197,Kharghar,2,10456264.530956848
15000000,1300,Kharghar,3,10456264.530956848
7500000,1050,Kharghar,2,10456264.530956848
9500000,1240,Kharghar,2,10456264.530956848
5500000,650,Kharghar,1,10456264.530956848
5000000,600,Sector 20 Kharghar,1,11436563.516570637
5000000,550,Kharghar,1,10456264.530956848
5500000,550,Kharghar,1,10456264.530956848
4200000,650,Kharghar,1,10456264.530956848
4200000,646,Kharghar,1,10456264.530956848
6000000,740,Kharghar,1,10456264.530956848
5000000,570,Kharghar,1,10456264.530956848
5500000,670,Kharghar,1,10456264.530956848
4300000,640,Kharghar,1,10456264.530956848
15500000,1700,Kharghar,3,10456264.530956848
11399999,1550,Kharghar,3,10456264.530956848
12000000,1530,Kharghar,3,10456264.530956848
16000000,1750,Kharghar,3,10456264.530956848
22000000,1590,Kharghar,3,10456264.530956848
11000000,1415,Kharghar,3,10456264.530956848
16600000,1650,Kharghar,3,10456264.530956848
14000000,1687,Kharghar,3,10456264.530956848
8500000,1150,Kharghar,2,10456264.530956848
6000000,555,Kharghar,1,10456264.530956848
4900000,600,Kharghar,1,10456264.530956848
4200000,646,Kharghar,1,10456264.530956848
4500000,650,Kharghar,1,10456264.530956848
4300000,640,Kharghar,1,10456264.530956848
5500000,650,Kharghar,1,10456264.530956848
13500000,1400,Kharghar,3,10456264.530956848
15000000,1780,Kharghar,3,10456264.530956848
14000000,1687,Kharghar,3,10456264.530956848
6900000,1100,Kharghar,2,10456264.530956848
8300000,1050,Kharghar,2,10456264.530956848
9000000,1160,Kharghar,2,10456264.530956848
5100000,700,Kharghar,1,10456264.530956848
5200000,625,Kharghar,1,10456264.530956848
5500000,670,Kharghar,1,10456264.530956848
5500000,550,Kharghar,1,10456264.530956848
5400000,650,Kharghar,1,10456264.530956848
5300000,660,Kharghar,1,10456264.530956848
5500000,550,Kharghar,1,10456264.530956848
5000000,570,Kharghar,1,10456264.530956848
14000000,1550,Kharghar,3,10456264.530956848
17100000,1760,Kharghar,3,10456264.530956848
11800000,1475,Kharghar,3,10456264.530956848
6000000,759,Kharghar,1,10456264.530956848
4850000,600,Kharghar,1,10456264.530956848
4500000,550,Kharghar,1,10456264.530956848
4100000,620,Kharghar,1,10456264.530956848
5000000,550,Kharghar,1,10456264.530956848
5500000,745,Kharghar,1,10456264.530956848
4500000,580,Kharghar,1,10456264.530956848
5300000,670,Kharghar,1,10456264.530956848
19000000,1845,Kharghar,3,10456264.530956848
13500000,1400,Kharghar,3,10456264.530956848
13600000,1680,Kharghar,3,10456264.530956848
15500000,1645,Kharghar,3,10456264.530956848
16500000,1585,Kharghar,3,10456264.530956848
8600000,1350,Kharghar,2,10456264.530956848
10000000,1075,Kharghar,2,10456264.530956848
10500000,1155,Kharghar,2,10456264.530956848
4700000,625,Kharghar,1,10456264.530956848
6200000,720,Kharghar,1,10456264.530956848
4500000,550,Kharghar,1,10456264.530956848
6900000,735,Kharghar,1,10456264.530956848
4500000,580,Kharghar,1,10456264.530956848
10000000,1505,Kharghar,3,10456264.530956848
13000000,1630,Kharghar,3,10456264.530956848
11000000,1550,Kharghar,3,10456264.530956848
13000000,1455,Sector 18 Kharghar,3,14481806.490274925
10500000,1098,Kharghar,2,10456264.530956848
13000000,1210,Sector 15 Kharghar,2,14445427.91368866
9500000,1000,Kharghar,2,10456264.530956848
4500000,550,Kharghar,1,10456264.530956848
13000000,1630,Kharghar,3,10456264.530956848
13600000,1680,Kharghar,3,10456264.530956848
16200000,1650,Kharghar,3,10456264.530956848
15000000,1440,Kharghar,3,10456264.530956848
13200000,1370,Kharghar,3,10456264.530956848
7500000,1022,Sector 18 Kharghar,2,14481806.490274925
9500000,1000,Kharghar,2,10456264.530956848
15000000,1760,Kharghar,3,10456264.530956848
7500000,1100,Kharghar,2,10456264.530956848
13000000,1550,Sector 20 Kharghar,3,11436563.516570637
16200000,1675,Kharghar,3,10456264.530956848
11000000,1060,Kharghar,2,10456264.530956848
11600000,1150,Kharghar,2,10456264.530956848
5600000,670,Kharghar,1,10456264.530956848
8000000,900,Kharghar,2,10456264.530956848
9500000,1088,Kharghar,2,10456264.530956848
2018000,375,Dombivali,1,6386152.42815131
65000000,1200,Churchgate,2,21639398.919524096
45000000,1717,Prabhadevi,3,22317242.539898776
16500000,750,Jogeshwari West,2,15311736.683889914
2375000,525,Kalyan East,1,12536657.477215705
19500000,1200,Malad East,2,20889612.17056266
2000000,420,Virar East,1,10973302.695062157
2500000,540,Virar East,1,10973302.695062157
2250000,415,Virar East,1,10973302.695062157
2700000,650,Virar,1,3947315.4002871136
22000000,1100,Malad West,2,14215638.559645081
17000000,1105,Borivali East,2,17360205.10204722
43500000,2600,Malad East,3,20889612.17056266
4760000,700,Mira Road East,1,8224102.533333333
18100000,1296,Goregaon West,2,23283708.065473303
23800000,1638,Goregaon West,3,23283708.065473303
21200000,1465,Goregaon West,3,23283708.065473303
8600000,700,Borivali East,1,17360205.10204722
36500000,2030,Goregaon West,3,23283708.065473303
23700000,1450,Malad West,3,14215638.559645081
21400000,1100,Malad West,2,14215638.559645081
12500000,800,Kandivali West,2,14320931.905521896
18000000,1500,Kandivali West,3,14320931.905521896
13200000,1100,Kandivali West,2,14320931.905521896
35300000,1962,Kandivali West,3,14320931.905521896
15300000,950,Borivali East,2,17360205.10204722
25000000,1440,Kandivali West,3,14320931.905521896
13899999,1200,Kandivali West,2,14320931.905521896
33500000,1785,Borivali West,3,15910647.594565125
14500000,775,Goregaon West,2,23283708.065473303
9000000,765,Kandivali West,1,14320931.905521896
13500000,910,Goregaon West,2,23283708.065473303
9000000,640,Goregaon West,1,23283708.065473303
21600000,1264,Malad East,2,20889612.17056266
13700000,1056,Kandivali West,2,14320931.905521896
27799999,1810,Kandivali East,3,19942455.57008331
27900000,1656,Goregaon West,3,23283708.065473303
81600000,3888,Goregaon West,4,23283708.065473303
38600000,2030,Borivali West,3,15910647.594565125
17000000,1114,Andheri East,3,17894966.774751816
60100000,3585,Goregaon West,4,23283708.065473303
27900000,1404,Goregaon East,2,28813531.79700447
31500000,1620,Goregaon East,3,28813531.79700447
37500000,2780,Malad East,4,20889612.17056266
31000000,1672,Malad East,3,20889612.17056266
21100000,1200,Malad East,2,20889612.17056266
16500000,1200,Malad East,2,20889612.17056266
16000000,1250,Borivali East,2,17360205.10204722
26000000,1840,Borivali East,3,17360205.10204722
15200000,1170,Malad West,2,14215638.559645081
2300000,310,Kharghar,1,10456264.530956848
33000000,1245,Wadala,3,25458196.886413716
29000000,1153,Wadala,3,25458196.886413716
11200000,573,Ulwe,2,7761683.373041518
9000000,1100,Ulwe,2,7761683.373041518
8500000,1135,Ulwe,2,7761683.373041518
9000000,1060,Kharghar,2,10456264.530956848
11500000,560,Malad West,1,14215638.559645081
12100000,1150,Dahisar,2,16854206.714503538
11000000,1054,kandivali,2,14740940.483654821
27000000,1695,Goregaon,3,21271125.200406432
21600000,1579,Goregaon,3,21271125.200406432
30200000,2153,Goregaon,3,21271125.200406432
41200000,1872,Goregaon,4,21271125.200406432
30500000,1717,Goregaon,3,21271125.200406432
36700000,1675,Goregaon East,4,28813531.79700447
23800000,1672,Malad East,3,20889612.17056266
20500000,1457,Malad East,3,20889612.17056266
5500000,425,Bhandup West,1,20727537.005374394
9000000,560,thakur village kandivali east,1,14929419.07761707
32500000,1200,Santacruz West,2,26037399.14498072
8500000,575,Kanjurmarg,1,16686437.492056556
9000000,400,Borivali East,1,17360205.10204722
2500000,300,Kandivali East,1,19942455.57008331
5500000,400,I C Colony,1,13897944.694925725
8000000,650,Dahisar W,1,14223215.88083322
27500000,1600,Malad East,3,20889612.17056266
11500000,860,Marol,1,15300323.332599767
35900000,1320,Parel,2,39967083.21797723
42000000,1200,Lower Parel,2,37020513.95228593
33100000,1320,Parel,2,39967083.21797723
106000000,2826,Worli,3,60446500.50524536
101400000,2880,Lower Parel,3,37020513.95228593
32500000,997,Jogeshwari East,3,16168675.75398134
18500000,1038,Jogeshwari East,2,16168675.75398134
11000000,600,Malad West,1,14215638.559645081
9200000,400,Chembur Shell Colony,1,14379346.050068818
50100000,2800,Central Avenue,4,21102177.81957943
33000000,1400,Chembur East,3,17750900.345802285
34100000,1500,Diamond Market Road,3,17619047.061707463
21800000,1412,Mulund,3,15987344.318493374
21200000,1412,Mulund,3,15987344.318493374
3000000,545,Nalasopara West,1,7007684.735536651
11000000,585,raheja vihar,1,15054148.596012346
17900000,1000,raheja vihar,2,15054148.596012346
19500000,1050,Powai Lake,2,13927073.673065003
19500000,1014,MHADA Colony 20,2,14713706.040251177
16000000,900,Goregaon East,2,28813531.79700447
11500000,600,Tolaram Colony,1,14564762.422105664
10500000,700,Tolaram Colony,2,14564762.422105664
6400000,1550,Taloja,3,4112323.635028059
90000000,5245,Thane West,5,12008191.358851675
2100000,529,Vangani,1,12986376.62981498
3600000,530,Sector 20 Kharghar,1,11436563.516570637
9200000,1260,Sector 5 Ulwe,2,13765023.252087776
9000000,1260,Sector12 New Panvel,2,14353324.355196219
9200000,1150,Sector 17 Ulwe,2,10512629.969050447
5300000,690,Sector 17 Ulwe,1,10512629.969050447
15500000,1240,Sector9 Kamothe,3,14356154.282749137
9500000,1260,Sector 19 Kharghar,2,13297238.433045877
9000000,1240,Sector 5 Ulwe,2,13765023.252087776
10100000,1265,Navi Basti,2,13925638.866347099
10800000,1260,Sector12 Kamothe,2,13603236.520254802
11000000,1255,Sector 21 Kamothe,2,13423006.708863143
7200000,1055,Sector 19 Kharghar,2,13297238.433045877
7000000,1060,Sector 5 Ulwe,2,13765023.252087776
12700000,1238,Navi Basti,2,13925638.866347099
8500000,1150,Sector12 Kamothe,2,13603236.520254802
8500000,1165,Sector12 Kamothe,2,13603236.520254802
7700000,1080,Sector9 Kamothe,2,14356154.282749137
11000000,1470,Sector12 Kamothe,3,13603236.520254802
6000000,610,Sector9 Kamothe,1,14356154.282749137
9200000,1180,Sector12 Kamothe,2,13603236.520254802
15000000,1735,Sector9 Kamothe,3,14356154.282749137
11000000,1230,Sector 17 Ulwe,2,10512629.969050447
4500000,599,Sector 17 Ulwe,1,10512629.969050447
8800000,980,Sector9 Kamothe,2,14356154.282749137
16500000,1654,Sector9 Kamothe,3,14356154.282749137
16800000,1665,Sector 17 Ulwe,3,10512629.969050447
16299999,1640,Sector 17 Ulwe,3,10512629.969050447
15500000,1650,Sector 17 Ulwe,3,10512629.969050447
4900000,980,Taloja,2,4112323.635028059
3400000,730,Rutu Enclave,1,13624716.89876343
4800000,1020,taloja panchanand,2,12849906.213942999
6200000,1075,Virar West,2,10804689.676448384
33700000,1600,Chembur,3,17425073.26802795
50100000,2800,Central Avenue,4,21102177.81957943
10700000,715,Chembur,1,17425073.26802795
15000000,1016,Chembur,2,17425073.26802795
18500000,1000,Chembur,2,17425073.26802795
17600000,1100,Chembur,2,17425073.26802795
5000000,578,Sector 20 Kamothe,1,13678250.430440439
5000000,650,Sector 22 Kamothe,1,13330014.554796988
4000000,600,Sector 21 Kamothe,1,13423006.708863143
5000000,600,Sector 22 Kamothe,1,13330014.554796988
6250000,625,Sector 18 Kamothe,1,13881629.696133759
4800000,600,Sector 22 Kamothe,1,13330014.554796988
3800000,560,Sector-5 Kamothe,1,13676760.28850863
3600000,580,Sector-6A Kamothe,1,13650738.59363603
4400000,530,Sector 11 Kamothe,1,13754825.373126429
5000000,650,Sector-18 Ulwe,1,13298362.023514869
9000000,1450,Sector 21 Kamothe,2,13423006.708863143
2600000,380,Sector-12 Kamothe,1,14082468.801444005
2600000,400,Navi Basti,1,13925638.866347099
21000000,620,azad nagar,2,15914626.047552193
19600000,1250,Chembur,2,17425073.26802795
18600000,1067,Sindhi Society Chembur,2,15602365.709080998
21500000,1200,Chembur,2,17425073.26802795
11000000,780,Kurla,2,12673381.718626909
13799999,1020,Sahkar Nagar,2,14977844.902030133
14000000,671,Deonar,1,16185736.566963151
22000000,1650,Kharghar,3,10456264.530956848
14500000,1360,Kharghar,2,10456264.530956848
25000000,1600,Kandivali East,3,19942455.57008331
11500000,1250,Kharghar,2,10456264.530956848
4000000,750,Taloja,1,4112323.635028059
2500000,450,Taloja,1,4112323.635028059
2300000,410,Taloja,1,4112323.635028059
45000000,1168,Lower Parel,2,37020513.95228593
5700000,516,Thane,1,10112006.843626909
9600000,900,Jankalyan Nagar,1,14677150.871119557
2010000,600,Badlapur,1,12395259.387486804
2005000,575,Badlapur,1,12395259.387486804
2548000,675,Ambarnath,1,13032907.537132883
2492000,660,Ambarnath,1,13032907.537132883
2418000,640,Ambarnath,1,13032907.537132883
2400000,690,Ambernath West,1,10457855.648712488
21700000,900,Vakola,2,16005701.979606291
16700000,1150,Jankalyan Nagar,2,14677150.871119557
2900000,350,Jankalyan Nagar,1,14677150.871119557
11500000,950,Jankalyan Nagar,2,14677150.871119557
4000000,620,Kamothe,1,8238430.088778924
6400000,980,Kamothe,2,8238430.088778924
6900000,950,Kamothe,2,8238430.088778924
7500000,890,Sector 17 Ulwe,2,10512629.969050447
5425000,619,Kamothe,1,8238430.088778924
5700000,710,Kamothe,1,8238430.088778924
7100000,887,Kamothe,2,8238430.088778924
7800000,1005,Kamothe,2,8238430.088778924
5900000,950,Kamothe,2,8238430.088778924
6200000,660,Kamothe Sector 16,1,14100455.488335432
5500000,650,Sector 17 Ulwe,1,10512629.969050447
5000000,650,Kamothe,1,8238430.088778924
4050000,638,Kamothe,1,8238430.088778924
5050000,675,Kamothe,2,8238430.088778924
7400000,890,Sector 17 Ulwe,2,10512629.969050447
6800000,1006,Kamothe,2,8238430.088778924
3000000,420,Kamothe,1,8238430.088778924
5200000,850,Kamothe,1,8238430.088778924
6700000,1005,Kamothe,2,8238430.088778924
6900000,900,Kamothe,2,8238430.088778924
7950000,940,Kamothe,2,8238430.088778924
5460000,620,Kamothe,1,8238430.088778924
4950000,650,Kamothe,2,8238430.088778924
7000000,1000,Kamothe,2,8238430.088778924
8575000,1100,Kamothe,2,8238430.088778924
4800000,600,Kamothe,1,8238430.088778924
2700000,350,Sector 17 Ulwe,1,10512629.969050447
7900000,940,Kamothe,2,8238430.088778924
36000000,900,Almeida Park,2,20877134.81017737
35000000,700,Khar,2,20845354.29655961
30000000,850,Bandra West,2,46617421.30704468
35000000,800,Pali Hill,2,17736144.68863416
35000000,800,15th Road,2,17736144.68863416
2100000,770,Palghar,1,11627672.468647854
14500000,989,Chembur,2,17425073.26802795
14900000,1550,Kharghar,3,10456264.530956848
3700000,550,Sector13 Kharghar,1,13663749.44107233
2700000,416,Sector 20 Kharghar,1,11436563.516570637
3850000,510,Kharghar,1,10456264.530956848
2850000,305,Kharghar,1,10456264.530956848
12100000,1251,Kharghar,2,10456264.530956848
6800000,989,Kharghar,2,10456264.530956848
6000000,850,Kharghar,2,10456264.530956848
6850000,989,Kharghar,2,10456264.530956848
5500000,900,Kharghar,2,10456264.530956848
9200000,1500,Sector 21 Kharghar,3,13848414.544358201
5000000,650,Sector 12 Kharghar,1,14491767.49321372
17500000,1750,Kharghar,3,10456264.530956848
9400000,1240,Kharghar,2,10456264.530956848
16500000,1560,Kharghar,3,10456264.530956848
3700000,640,Kharghar,1,10456264.530956848
2700000,350,Sector 21 Kharghar,1,13848414.544358201
8000000,1050,Kharghar,2,10456264.530956848
22000000,1770,Kharghar,3,10456264.530956848
10200000,1230,Kharghar,2,10456264.530956848
3100000,450,Kharghar,1,10456264.530956848
5500000,655,Kharghar,1,10456264.530956848
32799999,780,Santacruz West,2,26037399.14498072
11000000,550,Vivek Vidyalaya Marg,1,14613541.303922214
12000000,510,Goregaon West,1,23283708.065473303
17000000,1270,Goregaon West,2,23283708.065473303
2900000,558,Vasai east,1,10870583.10784262
36100000,1237,Nahur,3,17905355.000512153
3682000,715,Badlapur West,1,12223273.868472777
11600000,1179,Thane West,2,12008191.358851675
2100000,495,Thane,1,10112006.843626909
2700000,570,Panvel,1,7890890.089134022
3600000,575,Kalyan,1,15778205.709251093
2865000,675,Badlapur East,1,4463040.77249398
2374000,634,Ambernath West,1,10457855.648712488
5200000,580,Mira Bhayandar,1,13858912.152616827
14000000,1185,Malad West,3,14215638.559645081
62500000,2665,Goregaon West,3,23283708.065473303
26500000,1305,Malad West,3,14215638.559645081
13000000,995,Malad West,2,14215638.559645081
10600000,1014,Malad West,2,14215638.559645081
11000000,756,Juhu,2,58276960.52177489
3985000,670,Kalyan,1,15778205.709251093
2200000,500,Naigaon East,1,3259898.431572335
2300000,500,Naigaon East,1,3259898.431572335
2650000,673,Ambarnath,1,13032907.537132883
4600000,650,Mira Road East,1,8224102.533333333
5000000,735,Ulwe,1,7761683.373041518
7200000,952,Sector 21 Ulwe,2,14119129.101342821
72000000,1141,Bandra East,3,26571316.994360387
6100000,1150,Dronagiri,2,7490090.895510435
18500000,1250,Nerul,2,22342871.502995614
4700000,650,Karanjade,1,7574875.71021936
4100000,690,Karanjade,1,7574875.71021936
4000000,670,Karanjade,1,7574875.71021936
4300000,654,Karanjade,1,7574875.71021936
3950000,630,Karanjade,1,7574875.71021936
3850000,635,Karanjade,1,7574875.71021936
22500000,1750,Sanpada,3,17156274.40966931
17000000,1250,Sanpada,2,17156274.40966931
6000000,687,Sector-18 Ulwe,1,13298362.023514869
11100000,1310,Sector-8 Ulwe,2,14685054.88520135
3500000,690,Dronagiri,1,7490090.895510435
5200000,1070,Dronagiri,2,7490090.895510435
5800000,540,Ulwe,1,7761683.373041518
6200000,1135,Ulwe,2,7761683.373041518
27500000,3000,Sector-3 Ulwe,4,14996838.818055209
15500000,1500,Sector-3 Ulwe,3,14996838.818055209
13799999,1440,Sector-3 Ulwe,2,14996838.818055209
3400000,704,Dronagiri,1,7490090.895510435
3500000,688,Dronagiri,1,7490090.895510435
5200000,667,Sector 17 Ulwe,1,10512629.969050447
2400000,625,Dronagiri,1,7490090.895510435
4900000,650,Sector 23 Ulwe,1,13559209.199482728
4500000,610,Ulwe,1,7761683.373041518
14500000,1560,Ulwe,3,7761683.373041518
8200000,1150,Sector 17 Ulwe,2,10512629.969050447
29500000,2130,Nerul,3,22342871.502995614
4900000,665,Sector 17 Ulwe,1,10512629.969050447
5000000,1155,Dronagiri,2,7490090.895510435
5300000,1120,Dronagiri,2,7490090.895510435
7000000,1000,Sector 17 Ulwe,2,10512629.969050447
3588000,690,Sector 23 Ulwe,1,13559209.199482728
3800000,655,Sector 17 Ulwe,1,10512629.969050447
3500000,655,Sector 17 Ulwe,1,10512629.969050447
3700000,650,ULWE SECTOR 19,1,13663749.44107233
8500000,1220,Ulwe,2,7761683.373041518
4900000,700,Ulwe,1,7761683.373041518
5400000,547,Ghodbunder Road,1,13884933.847489426
60100000,1435,Juhu,3,58276960.52177489
3000000,650,Dronagiri,1,7490090.895510435
3650000,665,Dronagiri,1,7490090.895510435
4200000,690,Dronagiri,1,7490090.895510435
3001000,675,Dronagiri,1,7490090.895510435
6800000,1250,Panvel,2,7890890.089134022
3300000,625,Karanjade,1,7574875.71021936
2850000,530,Karanjade,1,7574875.71021936
2100000,395,Karanjade,1,7574875.71021936
6300000,1090,Karanjade,2,7574875.71021936
6400000,1010,Karanjade,2,7574875.71021936
6000000,1010,Karanjade,2,7574875.71021936
4000000,568,Bhiwandi,2,9029297.909994189
7500000,1107,Vasai,3,6563217.704137598
2580000,605,Nala Sopara,1,2914107.71666728
3594000,850,Nala Sopara,2,2914107.71666728
5760000,778,Vasai,2,6563217.704137598
6952000,802,Bhiwandi,2,9029297.909994189
2451000,570,Nala Sopara,1,2914107.71666728
6137000,829,Bhiwandi,2,9029297.909994189
5600000,710,Mira Road East,1,8224102.533333333
8600000,1227,Bhiwandi,3,9029297.909994189
8100000,1108,Bhiwandi,3,9029297.909994189
8100000,1032,Bhiwandi,2,9029297.909994189
7500000,985,Bhiwandi,2,9029297.909994189
6800000,880,Bhiwandi,2,9029297.909994189
6200000,829,Bhiwandi,2,9029297.909994189
5600000,802,Bhiwandi,2,9029297.909994189
6000000,709,Nala Sopara,2,2914107.71666728
4100000,534,Nala Sopara,1,2914107.71666728
4800000,965,Nala Sopara,2,2914107.71666728
3700000,730,Nala Sopara,1,2914107.71666728
4600000,930,Vasai,2,6563217.704137598
3350000,650,Vasai,1,6563217.704137598
85000000,2350,Dadar East,4,24707113.562490538
6500000,650,Dahisar,1,16854206.714503538
18000000,1462,Ghatkopar,3,18338281.548194148
8500000,676,Ghatkopar,1,18338281.548194148
125000000,2904,Worli,4,60446500.50524536
80000000,1500,Breach Candy,2,29317273.17175639
28800000,1638,Wadala,3,25458196.886413716
30000000,1701,Wadala,3,25458196.886413716
45100000,2376,Wadala,3,25458196.886413716
39200000,2061,Wadala,3,25458196.886413716
25400000,1431,Wadala,2,25458196.886413716
15200000,1050,Kandivali West,2,14320931.905521896
20000000,1260,Andheri East,2,17894966.774751816
29000000,1404,Goregaon East,2,28813531.79700447
30000000,1200,Malad East,3,20889612.17056266
46500000,1413,Worli South Mumbai,2,46091161.596239075
33400000,2016,Andheri East,3,17894966.774751816
2035000,574,Asangaon,1,13447118.831257937
8500000,507,Thane,1,10112006.843626909
12500000,1151,Koparkhairane Station Road,2,14282828.824906487
6600000,550,Thane,2,10112006.843626909
6900000,565,Thane,2,10112006.843626909
6800000,547,Thane,2,10112006.843626909
6700000,556,Thane,2,10112006.843626909
3000000,950,Thane,2,10112006.843626909
4500000,600,Thane,2,10112006.843626909
5300000,600,Thane,2,10112006.843626909
3000000,600,Thane,1,10112006.843626909
4500000,800,Thane,2,10112006.843626909
5300000,275,Thane,1,10112006.843626909
10500000,1050,Koparkhairane Station Road,2,14282828.824906487
10000000,1155,Koparkhairane Station Road,2,14282828.824906487
16000000,1350,Sector 17 Ulwe,2,10512629.969050447
17000000,1760,Kopar Khairane Sector 19A,3,14589595.494433293
11700000,1650,Koper Khairane,3,12417603.76104321
7500000,725,Koparkhairane Station Road,1,14282828.824906487
23000000,1300,Kanjurmarg,3,16686437.492056556
3000000,275,Thane,1,10112006.843626909
2000000,275,Thane,1,10112006.843626909
4500000,1065,Thane,2,10112006.843626909
8500000,275,Thane,1,10112006.843626909
3000000,530,Thane,1,10112006.843626909
8800000,600,Kandivali West,1,14320931.905521896
17000000,1245,Eastern Express Highway Vikhroli,2,15394192.150100201
20700000,1257,Magathane,2,18671638.447242483
18000000,1175,Magathane,2,18671638.447242483
17500000,1053,Magathane,2,18671638.447242483
18500000,1052,Rawal Pada,2,15589354.861644698
3874000,730,Ambernath East,1,10711814.646754662
8500000,650,Dokali Pada,2,14288270.11801472
9600000,650,Magathane,1,18671638.447242483
10800000,650,Magathane,1,18671638.447242483
18500000,1050,Dattapada,2,16948435.806464788
21000000,1250,Dattapada,2,16948435.806464788
15000000,1050,Dattapada,2,16948435.806464788
21000000,1150,Magathane,2,18671638.447242483
30000000,1450,Magathane,3,18671638.447242483
27000000,1550,Magathane,3,18671638.447242483
22100000,1075,Magathane,2,18671638.447242483
18500000,1350,Magathane,3,18671638.447242483
10500000,650,Magathane,1,18671638.447242483
16500000,1050,Dattapada,2,16948435.806464788
28500000,1350,Dattapada,3,16948435.806464788
28000000,1650,Magathane,3,18671638.447242483
19000000,1050,Dattapada,2,16948435.806464788
18800000,1350,Rajendra Nagar,3,15647862.893398624
27000000,1650,Magathane,3,18671638.447242483
15000000,950,Dattapada,2,16948435.806464788
24000000,1300,Dattapada,3,16948435.806464788
11200000,600,Dattapada,1,16948435.806464788
19000000,1165,Magathane,2,18671638.447242483
